,pubchemCID,Unnamed: 0,Substance,smiles,compName
862,62374.0,890,"2,6,6-Trimethylcyclohex-2-en-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C,"2,6,6-trimethylcyclohex-2-ene-1,4-dione"
863,62374.0,891,"2,6,6-Trimethylcyclohex-2-en-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C,"2,6,6-trimethylcyclohex-2-ene-1,4-dione"
864,62374.0,892,"2,6,6-Trimethylcyclohex-2-en-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C,"2,6,6-trimethylcyclohex-2-ene-1,4-dione"
865,62374.0,893,"2,6,6-Trimethylcyclohex-2-en-1,4-dione",CC1=CC(=O)CC(C1=O)(C)C,"2,6,6-trimethylcyclohex-2-ene-1,4-dione"
866,61041.0,894,"2,6,6-Trimethylcyclohexa-1,3-diene-1-carbaldehyde",CC1=C(C(CC=C1)(C)C)C=O,"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde"
867,61041.0,895,"2,6,6-Trimethylcyclohexa-1,3-diene-1-carbaldehyde",CC1=C(C(CC=C1)(C)C)C=O,"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde"
868,,896,"2,7-Dimethylocta-5(trans),7-dieno-1,4-lactone",,
869,62159.0,897,"2,8-Dithianon-4-en-4-carboxaldehyde",CSCCC=C(CSC)C=O,5-methylsulfanyl-2-(methylsulfanylmethyl)pent-2-enal
870,62159.0,898,"2,8-Dithianon-4-en-4-carboxaldehyde",CSCCC=C(CSC)C=O,5-methylsulfanyl-2-(methylsulfanylmethyl)pent-2-enal
871,,899,2'-Fucosyllactose/Difucosyllactose mixture,,
872,170484.0,900,2'-O-fucosyllactose,CC1C(C(C(C(O1)OC2C(C(C(OC2OC(C(CO)O)C(C(C=O)O)O)CO)O)O)O)O)O,"(2R,3R,4R,5R)-4-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,3,5,6-tetrahydroxyhexanal"
873,443055.0,901,24-epibrassinolide,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,"(1S,2R,4R,5S,7S,11S,12S,15R,16S)-15-[(2S,3R,4R,5R)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-4,5-dihydroxy-2,16-dimethyl-9-oxatetracyclo[9.7.0.02,7.012,16]octadecan-8-one"
874,,902,24-hydroxymethyl-avermectin B1,,
875,,905,"2H-perfluoro-[(5,8,11,14-tetramethyl)-tetraethyleneglycol ethyl propyl ether]",,
876,,906,"2R,5S-isopulegone",,
877,12980878.0,907,3-((2-Methyl-3-furyl)thio)-2-butanone,CC1=C(C=CO1)SC(C)C(=O)C,3-(2-methylfuran-3-yl)sulfanylbutan-2-one
878,,908,"3-({[2-(2,2-Difluoroethoxy)-6-(trifluoromethyl)phenyl]sulfonyl}amino)-1H-1,2,4-triazole-5-carboxylic acid",,
879,57422431.0,909,"3-(1-((3,5-Dimethylisoxazol-4-yl)methyl)-1H-pyrazol-4-yl)-1-(3-hydroxybenzyl)imidazolidine-2,4-dione",CC1=C(C(=NO1)C)CN2C=C(C=N2)N3C(=O)CN(C3=O)CC4=CC(=CC=C4)O,"3-[1-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]pyrazol-4-yl]-1-[(3-hydroxyphenyl)methyl]imidazolidine-2,4-dione"
880,,910,"3-(1-Menthoxy)propane-1,2-diol",,
881,,911,"3-(1-Menthoxy)propane-1,2-diol",,
882,86196820.0,912,"3-(2-Anilino-6-methyl-4-pyrimidinyl)-1,2-propanediol",CC1=CC(=NC(=N1)NC2=CC=CC=C2)CC(CO)O,"3-(2-anilino-6-methylpyrimidin-4-yl)propane-1,2-diol"
883,4021277.0,913,"3-(2,4-Dichlorophenyl)-6-fluoro-2,4(1H,3H)-quinazolinedione",C1=CC2=C(C=C1F)C(=O)N(C(=O)N2)C3=C(C=C(C=C3)Cl)Cl,"3-(2,4-dichlorophenyl)-6-fluoro-1H-quinazoline-2,4-dione"
884,,914,"3-(3-chlorophenyl)-1,1-dimethyl urea",,
885,,915,"3-(3,4-Dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)-ethyl]-acrylamide",,
886,,916,"3-(3,4-Dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)-ethyl]-acrylamide",,
887,,917,"3-(3,5-Di-tert-butyl-4-hydroxyphenyl)propanoic acid, esters with C13-C15 branched and linear alcohols",,
888,551927.0,918,"3-(3,5-dichlorophenyl)-1,1-dimethyl urea",CN(C)C(=O)NC1=CC(=CC(=C1)Cl)Cl,"3-(3,5-dichlorophenyl)-1,1-dimethylurea"
889,,919,3-(4-Cyclopropyl-6-methyl-pyrimidin-2-yl-amino)-phenol,,
890,529899.0,920,3-(4-Hydroxy-3-methoxyphenyl)propanal,COC1=C(C=CC(=C1)CCC=O)O,3-(4-hydroxy-3-methoxyphenyl)propanal
891,62654.0,921,3-(4-Isopropylphenyl)propionaldehyde,CC(C)C1=CC=C(C=C1)CCC=O,3-(4-propan-2-ylphenyl)propanal
892,5388696.0,922,3-(4-Methoxyphenyl)-2-methylprop-2-enal,CC(=CC1=CC=C(C=C1)OC)C=O,(E)-3-(4-methoxyphenyl)-2-methylprop-2-enal
893,79406.0,923,3-(4-Methoxyphenyl)propan-1-ol,COC1=CC=C(C=C1)CCCO,3-(4-methoxyphenyl)propan-1-ol
894,3578033.0,924,3-(5-Methyl-2-furyl) butanal,CC1=CC=C(O1)C(C)CC=O,3-(5-methylfuran-2-yl)butanal
895,146677319.0,925,"3-(7-Amino-5-ethyl[1,2,4]triazolo[1,5-a]pyrimidin-6-yl)propanoic acid",CCC1=NC2=NC=NN2C(=C1CCC(=O)O)N,"3-(7-amino-5-ethyl-[1,2,4]triazolo[1,5-a]pyrimidin-6-yl)propanoic acid"
896,,926,"3-(Difluoromethyl)-1-(b-Dglucopyranosyloxy)-N-(3',4',5'-trifluorobiphenyl-2-yl)-1H-pyrazole-4-carboxamide",,
897,46928351.0,927,3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide,CN1C=C(C(=N1)C(F)F)C(=O)N,3-(difluoromethyl)-1-methylpyrazole-4-carboxamide
898,18983008.0,928,3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid,CN1C=C(C(=N1)C(F)F)C(=O)O,3-(difluoromethyl)-1-methylpyrazole-4-carboxylic acid
899,18983008.0,929,3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid,CN1C=C(C(=N1)C(F)F)C(=O)O,3-(difluoromethyl)-1-methylpyrazole-4-carboxylic acid
900,18983008.0,930,3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid,CN1C=C(C(=N1)C(F)F)C(=O)O,3-(difluoromethyl)-1-methylpyrazole-4-carboxylic acid
901,18983008.0,931,3-(Difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid,CN1C=C(C(=N1)C(F)F)C(=O)O,3-(difluoromethyl)-1-methylpyrazole-4-carboxylic acid
902,19754697.0,932,3-(Difluoromethyl)-1H-pyrazole-4-carboxylic acid,C1=NNC(=C1C(=O)O)C(F)F,5-(difluoromethyl)-1H-pyrazole-4-carboxylic acid
903,19754697.0,933,3-(Difluoromethyl)-1H-pyrazole-4-carboxylic acid,C1=NNC(=C1C(=O)O)C(F)F,5-(difluoromethyl)-1H-pyrazole-4-carboxylic acid
904,19754697.0,934,3-(Difluoromethyl)-1H-pyrazole-4-carboxylic acid,C1=NNC(=C1C(=O)O)C(F)F,5-(difluoromethyl)-1H-pyrazole-4-carboxylic acid
905,19754697.0,935,3-(Difluoromethyl)-1H-pyrazole-4-carboxylic acid,C1=NNC(=C1C(=O)O)C(F)F,5-(difluoromethyl)-1H-pyrazole-4-carboxylic acid
906,4193848.0,936,3-(trifluoromethyl)-1H-pyrazole-5-carboxylic acid (IN-E8S72),C1=C(NN=C1C(=O)O)C(F)(F)F,5-(trifluoromethyl)-1H-pyrazole-3-carboxylic acid
907,,937,3-(Trifluoromethyl)pyridin-2(1H)-one (HTF),,
908,13910921.0,938,3-(Trifluoromethyl)pyridine-2-sulfonamide,C1=CC(=C(N=C1)S(=O)(=O)N)C(F)(F)F,3-(trifluoromethyl)pyridine-2-sulfonamide
909,165362804.0,939,"3-[(3-(3-Tert-butyl-4-hydroxy-5-methylphenyl)prop-2-enoyloxy)-1,1-dimethylethyl]-9-[(3- (3-tert-butyl-4-hydroxy-5-methylphenyl)propionyloxy)-1,1-dimethylethyl]-2,4,8,10-tetraoxaspiro[5,5]-undecane",CC1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCC(C)(C)C2OCC3(CO2)COC(OC3)C(C)(C)COC(=O)C=CC4=CC(=C(C(=C4)C)O)C(C)(C)C,"[2-[3-[1-[3-(3-tert-butyl-4-hydroxy-5-methylphenyl)prop-2-enoyloxy]-2-methylpropan-2-yl]-2,4,8,10-tetraoxaspiro[5.5]undecan-9-yl]-2-methylpropyl] 3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propanoate"
910,,940,"3-[(3,4-dimethyl-2,6-dinitrophenyl)amino]pentan-2-ol (M455H066)",,
911,44628330.0,941,"3-[(4-Amino-2,2-dioxido-1H-2,1,3-benzothiadiazin-5-yl)oxy]-2,2-dimethyl-N-propylpropanamide",CCCNC(=O)C(C)(C)COC1=CC=CC2=C1C(=NS(=O)(=O)N2)N,"3-[(4-amino-2,2-dioxo-1H-2lambda6,1,3-benzothiadiazin-5-yl)oxy]-2,2-dimethyl-N-propylpropanamide"
912,165362805.0,942,"3-[2-(4-Hydroxyanilino)-6-methyl-4-pyrimidinyl]-1,2-propanediol",CC1=CC(=NC(=N1)NC2=CC=C(C=C2)O)CC(CO)O,"3-[2-(4-hydroxyanilino)-6-methylpyrimidin-4-yl]propane-1,2-diol"
913,146170675.0,943,"3-[N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl]-2-hydroxypropanoic acid",CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CS(=O)CC(C(=O)O)O,"3-[2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoethyl]sulfinyl-2-hydroxypropanoic acid"
914,146170675.0,944,"3-[N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl]-2-hydroxypropanoic acid",CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CS(=O)CC(C(=O)O)O,"3-[2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxoethyl]sulfinyl-2-hydroxypropanoic acid"
915,,945,"3-{[4-(hydroxymethyl)-3-methyl-2,6-dinitrophenyl]amino}pentan-2-ol (M455H058)",,
916,9589.0,946,3-Acetylpyridine,CC(=O)C1=CN=CC=C1,1-pyridin-3-ylethanone
917,9589.0,947,3-Acetylpyridine,CC(=O)C1=CN=CC=C1,1-pyridin-3-ylethanone
918,13521.0,948,3-Aminopropyltriethoxysilane,CCO[Si](CCCN)(OCC)OCC,3-triethoxysilylpropan-1-amine
919,5463905.0,949,3-Benzylheptan-4-one,CCCC(=O)C(CC)CC1=CC=CC=C1,3-benzylheptan-4-one
920,6430127.0,950,3-beta-Hydroxylupanine,C1CCN2CC3CC(C2C1)CN4C3C(CCC4=O)O,"(3S)-3-hydroxy-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-6-one"
921,19028628.0,951,"3-Carbamoyl-2,4,5-trichlorobenzoic acid",C1=C(C(=C(C(=C1Cl)Cl)C(=O)N)Cl)C(=O)O,"3-carbamoyl-2,4,5-trichlorobenzoic acid"
922,77578.0,952,3-Chloro-4-hydroxyaniline,C1=CC(=C(C=C1N)Cl)O,4-amino-2-chlorophenol
923,2821908.0,953,3-Chloro-5-trifluoromethylpyridine-2-carboxylic acid,C1=C(C=NC(=C1Cl)C(=O)O)C(F)(F)F,3-chloro-5-(trifluoromethyl)pyridine-2-carboxylic acid
924,2821908.0,954,3-Chloro-5-trifluoromethylpyridine-2-carboxylic acid,C1=C(C=NC(=C1Cl)C(=O)O)C(F)(F)F,3-chloro-5-(trifluoromethyl)pyridine-2-carboxylic acid
925,,955,3-chloroallyl acid,,
926,7932.0,956,3-Chloroaniline,C1=CC(=CC(=C1)Cl)N,3-chloroaniline
927,67014.0,957,3-Chlorophthalic anhydride,C1=CC2=C(C(=C1)Cl)C(=O)OC2=O,"4-chloro-2-benzofuran-1,3-dione"
928,146678382.0,958,3-Desmethyl-F8426-benzoic acid,C1=C(C(=CC(=C1N2C(=O)N(C=N2)C(F)F)F)Cl)C(=O)O,"2-chloro-5-[4-(difluoromethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorobenzoic acid"
929,146677121.0,959,3-Desmethyl-F8426-chloropropionic acid,C1=C(C(=CC(=C1N2C(=O)N(C=N2)C(F)F)F)Cl)CC(C(=O)O)Cl,"2-chloro-3-[2-chloro-5-[4-(difluoromethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoic acid"
930,146678831.0,960,3-Desmethyl-F8426-propionic acid,C1=C(C(=CC(=C1N2C(=O)N(C=N2)C(F)F)F)Cl)CCC(=O)O,"3-[2-chloro-5-[4-(difluoromethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoic acid"
931,528698.0,961,3-Ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one,CCC1=C(C(=O)CC1C)O,3-ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one
932,528698.0,962,3-Ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one,CCC1=C(C(=O)CC1C)O,3-ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one
933,528698.0,963,3-Ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one,CCC1=C(C(=O)CC1C)O,3-ethyl-2-hydroxy-4-methylcyclopent-2-en-1-one
934,,964,"3-Ethylcyclopentan-1,2-dione",,
935,,965,"3-Ethylcyclopentan-1,2-dione",,
936,,966,"3-Ethylcyclopentan-1,2-dione",,
937,10823.0,967,3-Ethylpyridine,CCC1=CN=CC=C1,3-ethylpyridine
938,10823.0,968,3-Ethylpyridine,CCC1=CN=CC=C1,3-ethylpyridine
939,,969,"3-Formyl-1-propyl-1-[2-(2,4,6-trichlorophenoxy)ethyl]urea",,
940,16216990.0,970,3-Fucosyllactose,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)O)O)O)CO)O)O)O)O)O,"(2S,3S,4R,5S,6S)-2-[(3R,4R,5R,6R)-2,3-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl]oxy-6-methyloxane-3,4,5-triol"
941,537615.0,971,3-Heptyl acetate,CCCCC(CC)OC(=O)C,heptan-3-yl acetate
942,537615.0,972,3-Heptyl acetate,CCCCC(CC)OC(=O)C,heptan-3-yl acetate
943,643139.0,973,3-Hexenal,CCC=CCC=O,(E)-hex-3-enal
944,6306732.0,974,3-Hexenyl formate,CCC=CCCOC=O,[(E)-hex-3-enyl] formate
945,,975,"3-hydroxy-4,5-cyclohexene-1,2-dicarboximide",,
946,62835.0,976,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",CC1C(=C(C(=O)O1)O)C,"4-hydroxy-2,3-dimethyl-2H-furan-5-one"
947,62835.0,977,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",CC1C(=C(C(=O)O1)O)C,"4-hydroxy-2,3-dimethyl-2H-furan-5-one"
948,62835.0,978,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",CC1C(=C(C(=O)O1)O)C,"4-hydroxy-2,3-dimethyl-2H-furan-5-one"
949,7420.0,979,3-Hydroxybenzoic acid,C1=CC(=CC(=C1)O)C(=O)O,3-hydroxybenzoic acid
950,7420.0,980,3-Hydroxybenzoic acid,C1=CC(=CC(=C1)O)C(=O)O,3-hydroxybenzoic acid
951,7420.0,981,3-Hydroxybenzoic acid,C1=CC(=CC(=C1)O)C(=O)O,3-hydroxybenzoic acid
952,70702407.0,982,3-Hydroxymethyl-F8426-benzoic acid,C1=C(C(=CC(=C1N2C(=O)N(C(=N2)CO)C(F)F)F)Cl)C(=O)O,"2-chloro-5-[4-(difluoromethyl)-3-(hydroxymethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorobenzoic acid"
953,20055238.0,983,3-Hydroxymethyl-F8426-chloropropionic acid,C1=C(C(=CC(=C1N2C(=O)N(C(=N2)CO)C(F)F)F)Cl)CC(C(=O)O)Cl,"2-chloro-3-[2-chloro-5-[4-(difluoromethyl)-3-(hydroxymethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoic acid"
954,139598193.0,984,3-Hydroxymethyl-F8426-propionic acid,C1=C(C(=CC(=C1N2C(=O)N(C(=N2)CO)C(F)F)F)Cl)CCC(=O)O,"3-[2-chloro-5-[4-(difluoromethyl)-3-(hydroxymethyl)-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoic acid"
955,61715.0,985,3-Isobutylpyridine,CC(C)CC1=CN=CC=C1,3-(2-methylpropyl)pyridine
956,61715.0,986,3-Isobutylpyridine,CC(C)CC1=CN=CC=C1,3-(2-methylpropyl)pyridine
957,61715.0,987,3-Isobutylpyridine,CC(C)CC1=CN=CC=C1,3-(2-methylpropyl)pyridine
958,520682.0,988,3-Mercapto-3-methylbutan-1-ol,CC(C)(CCO)S,3-methyl-3-sulfanylbutan-1-ol
959,526487.0,989,3-Mercapto-3-methylbutyl formate,CC(C)(CCOC=O)S,(3-methyl-3-sulfanylbutyl) formate
960,6430879.0,990,3-Mercaptoheptyl acetate,CCCCC(CCOC(=O)C)S,3-sulfanylheptyl acetate
961,11569.0,991,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
962,11569.0,992,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
963,11569.0,993,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
964,11569.0,994,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
965,11569.0,995,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
966,11569.0,996,3-Methoxybenzaldehyde,COC1=CC=CC(=C1)C=O,3-methoxybenzaldehyde
967,11461.0,997,3-Methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,3-methoxybenzoic acid
968,11461.0,998,3-Methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,3-methoxybenzoic acid
969,,999,3-Methyl gamma-decalactone,,
970,,1000,3-Methyl gamma-decalactone,,
971,,1001,3-Methyl gamma-decalactone,,
972,61516.0,1002,3-Methyl-1-phenylpentan-3-ol,CCC(C)(CCC1=CC=CC=C1)O,3-methyl-1-phenylpentan-3-ol
973,57347944.0,1003,"3-Methyl-1,1-di-isopentyloxybutane",CC(C)CCOC(CC(C)C)OCCC(C)C,"3-methyl-1,1-bis(3-methylbutoxy)butane"
974,57347944.0,1004,"3-Methyl-1,1-di-isopentyloxybutane",CC(C)CCOC(CC(C)C)OCCC(C)C,"3-methyl-1,1-bis(3-methylbutoxy)butane"
975,20524.0,1005,"3-Methyl-1,5-pentanediol",CC(CCO)CCO,"3-methylpentane-1,5-diol"
976,,1006,3-Methyl-2-(pent-2(cis)-enyl)cyclopent-2-en-1-one,,
977,,1007,3-Methyl-2-(pent-2(cis)-enyl)cyclopent-2-en-1-one,,
978,17691.0,1008,3-Methyl-2-cyclopenten-1-one,CC1=CC(=O)CC1,3-methylcyclopent-2-en-1-one
979,17691.0,1009,3-Methyl-2-cyclopenten-1-one,CC1=CC(=O)CC1,3-methylcyclopent-2-en-1-one
980,62378.0,1010,3-Methyl-2-pentylcyclopent-2-en-1-one,CCCCCC1=C(CCC1=O)C,3-methyl-2-pentylcyclopent-2-en-1-one
981,62378.0,1011,3-Methyl-2-pentylcyclopent-2-en-1-one,CCCCCC1=C(CCC1=O)C,3-methyl-2-pentylcyclopent-2-en-1-one
982,53400789.0,1012,3-methyl-2-sulfamoylbenzoic acid,CC1=C(C(=CC=C1)C(=O)O)S(=O)(=O)N,3-methyl-2-sulfamoylbenzoic acid
983,5370646.0,1013,3-Methyl-4-phenylbut-3-en-2-one,CC(=CC1=CC=CC=C1)C(=O)C,(E)-3-methyl-4-phenylbut-3-en-2-one
984,5370646.0,1014,3-Methyl-4-phenylbut-3-en-2-one,CC(=CC1=CC=CC=C1)C(=O)C,(E)-3-methyl-4-phenylbut-3-en-2-one
985,3782139.0,1015,3-Methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,3-methyl-5-propylcyclohex-2-en-1-one
986,3782139.0,1016,3-Methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,3-methyl-5-propylcyclohex-2-en-1-one
987,3782139.0,1017,3-Methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,3-methyl-5-propylcyclohex-2-en-1-one
988,3782139.0,1018,3-Methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,3-methyl-5-propylcyclohex-2-en-1-one
989,3782139.0,1019,3-Methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,3-methyl-5-propylcyclohex-2-en-1-one
990,11173.0,1020,3-Methylbut-2-en-1-ol,CC(=CCO)C,3-methylbut-2-en-1-ol
991,11173.0,1021,3-Methylbut-2-en-1-ol,CC(=CCO)C,3-methylbut-2-en-1-ol
992,11173.0,1022,3-Methylbut-2-en-1-ol,CC(=CCO)C,3-methylbut-2-en-1-ol
993,12988.0,1023,3-Methylbut-3-en-1-ol,CC(=C)CCO,3-methylbut-3-en-1-ol
994,12988.0,1024,3-Methylbut-3-en-1-ol,CC(=C)CCO,3-methylbut-3-en-1-ol
995,12988.0,1025,3-Methylbut-3-en-1-ol,CC(=C)CCO,3-methylbut-3-en-1-ol
996,12988.0,1026,3-Methylbut-3-en-1-ol,CC(=C)CCO,3-methylbut-3-en-1-ol
997,12988.0,1027,3-Methylbut-3-en-1-ol,CC(=C)CCO,3-methylbut-3-en-1-ol
998,6429316.0,1028,3-Methylbut-3-en-1-yl butyrate,CCCC(=O)OCCC(=C)C,3-methylbut-3-enyl butanoate
999,6429316.0,1029,3-Methylbut-3-en-1-yl butyrate,CCCC(=O)OCCC(=C)C,3-methylbut-3-enyl butanoate
1000,6429316.0,1030,3-Methylbut-3-en-1-yl butyrate,CCCC(=O)OCCC(=C)C,3-methylbut-3-enyl butanoate
1001,6429316.0,1031,3-Methylbut-3-en-1-yl butyrate,CCCC(=O)OCCC(=C)C,3-methylbut-3-enyl butanoate
1002,6429316.0,1032,3-Methylbut-3-en-1-yl butyrate,CCCC(=O)OCCC(=C)C,3-methylbut-3-enyl butanoate
1003,,1033,3-Methylbut-3-en-1-yl hexanoate,,
1004,,1034,3-Methylbut-3-en-1-yl hexanoate,,
1005,,1035,3-Methylbut-3-en-1-yl hexanoate,,
1006,,1036,3-Methylbut-3-en-1-yl hexanoate,,
1007,,1037,3-Methylbut-3-en-1-yl hexanoate,,
1008,78879.0,1038,3-Methylbut-3-enyl acetate,CC(=C)CCOC(=O)C,3-methylbut-3-enyl acetate
1009,521364.0,1039,3-Methylbut-3-enyl benzoate,CC(=C)CCOC(=O)C1=CC=CC=C1,3-methylbut-3-enyl benzoate
1010,521364.0,1040,3-Methylbut-3-enyl benzoate,CC(=C)CCOC(=O)C1=CC=CC=C1,3-methylbut-3-enyl benzoate
1011,521364.0,1041,3-Methylbut-3-enyl benzoate,CC(=C)CCOC(=O)C1=CC=CC=C1,3-methylbut-3-enyl benzoate
1012,521364.0,1042,3-Methylbut-3-enyl benzoate,CC(=C)CCOC(=O)C1=CC=CC=C1,3-methylbut-3-enyl benzoate
1013,521364.0,1043,3-Methylbut-3-enyl benzoate,CC(=C)CCOC(=O)C1=CC=CC=C1,3-methylbut-3-enyl benzoate
1014,11251.0,1044,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1015,11251.0,1045,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1016,11251.0,1046,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1017,11251.0,1047,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1018,11251.0,1048,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1019,11251.0,1049,3-Methylbutan-2-one,CC(C)C(=O)C,3-methylbutan-2-one
1020,12613.0,1050,3-Methylbutyl 3-methylbutyrate,CC(C)CCOC(=O)CC(C)C,3-methylbutyl 3-methylbutanoate
1021,61020.0,1052,3-Methylcrotonaldehyde,CC(=CC=O)C,3-methylbut-2-enal
1022,61020.0,1053,3-Methylcrotonaldehyde,CC(=CC=O)C,3-methylbut-2-enal
1023,61020.0,1054,3-Methylcrotonaldehyde,CC(=CC=O)C,3-methylbut-2-enal
1024,10931.0,1055,3-Methylcrotonic acid,CC(=CC(=O)O)C,3-methylbut-2-enoic acid
1025,10931.0,1056,3-Methylcrotonic acid,CC(=CC(=O)O)C,3-methylbut-2-enoic acid
1026,14511.0,1057,3-Methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one
1027,14511.0,1058,3-Methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one
1028,14511.0,1059,3-Methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one
1029,14511.0,1060,3-Methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one
1030,14511.0,1061,3-Methylcyclohex-2-en-1-one,CC1=CC(=O)CCC1,3-methylcyclohex-2-en-1-one
1031,,1062,"3-Methylcyclohexan-1,2-dione",,
1032,,1063,"3-Methylcyclohexan-1,2-dione",,
1033,,1064,"3-Methylcyclohexan-1,2-dione",,
1034,11567.0,1065,3-Methylcyclohexanone,CC1CCCC(=O)C1,3-methylcyclohexan-1-one
1035,,1066,"3-Methylcyclopentan-1,2-dione",,
1036,,1067,"3-Methylcyclopentan-1,2-dione",,
1037,,1068,"3-Methylcyclopentan-1,2-dione",,
1038,6736.0,1069,3-Methylindole,CC1=CNC2=CC=CC=C12,3-methyl-1H-indole
1039,6736.0,1070,3-Methylindole,CC1=CNC2=CC=CC=C12,3-methyl-1H-indole
1040,,1071,"3-Methylnona-2,4-dione",,
1041,97707.0,1072,"3-Methylnonano-1,4-lactone",CCCCCC1C(CC(=O)O1)C,4-methyl-5-pentyloxolan-2-one
1042,97707.0,1073,"3-Methylnonano-1,4-lactone",CCCCCC1C(CC(=O)O1)C,4-methyl-5-pentyloxolan-2-one
1043,11261.0,1074,3-Methylpentan-2-ol,CCC(C)C(C)O,3-methylpentan-2-ol
1044,11261.0,1075,3-Methylpentan-2-ol,CCC(C)C(C)O,3-methylpentan-2-ol
1045,11261.0,1076,3-Methylpentan-2-ol,CCC(C)C(C)O,3-methylpentan-2-ol
1046,11261.0,1077,3-Methylpentan-2-ol,CCC(C)C(C)O,3-methylpentan-2-ol
1047,11261.0,1078,3-Methylpentan-2-ol,CCC(C)C(C)O,3-methylpentan-2-ol
